date,ticker,last_price,rsi_14,sma_50,sma_200,chg_pct_5d,chg_pct_1mo,signal
2026-06-27,TSM,432.35,51.8,411.9,338.6,-6.44,2.52,BUY
2026-06-27,U11.SI,39.8,66.7,37.66,35.77,1.4,5.51,CAUTION
2026-06-27,WRD,5.5,30.2,7.18,8.31,-13.39,-24.55,CAUTION
2026-06-27,^TNX,4.37,39.9,4.43,4.22,-2.56,-4.37,CAUTION
2026-06-27,^VIX,18.41,51.1,17.79,18.64,12.26,13.01,CAUTION
2026-06-29,000660.KS,2628000.0,58.2,1942152.79,983955.48,-9.97,14.81,CAUTION
2026-06-29,AIXA.DE,52.12,43.9,52.46,28.81,-12.9,-11.96,CAUTION
2026-06-29,AMD,521.58,56.1,439.12,270.47,-2.94,5.25,CAUTION
2026-06-29,AMZN,232.69,39.5,256.13,232.77,-4.79,-14.41,CAUTION
2026-06-29,ASML,1794.62,53.6,1613.13,1290.68,-7.0,12.31,CAUTION
2026-06-29,AVGO,365.02,39.9,411.37,360.01,-11.12,-13.34,CAUTION
2026-06-29,AXTI,70.15,39.1,97.52,40.72,-17.05,-42.86,CAUTION
2026-06-29,BE,252.02,43.0,273.7,160.49,-23.38,-14.22,CAUTION
2026-06-29,CBRS,181.59,35.1,,,-22.63,-31.96,HOLD
2026-06-29,CL=F,70.17,29.2,91.5,73.93,-6.21,-21.07,HOLD
2026-06-29,CRWV,96.58,41.6,110.84,100.66,-18.12,-7.38,CAUTION
2026-06-29,D05.SI,65.94,65.6,61.25,55.62,-0.53,6.48,CAUTION
2026-06-29,DX-Y.NYB,101.22,68.0,99.28,98.79,0.2,2.22,CAUTION
2026-06-29,GC=F,4077.7,36.2,4473.95,4450.38,-2.49,-9.37,CAUTION
2026-06-29,GOOG,334.69,33.4,366.47,312.99,-8.92,-12.98,CAUTION
2026-06-29,IFX.DE,78.3,52.0,69.62,45.69,-4.48,-2.26,CAUTION
2026-06-29,INTC,128.32,56.8,108.39,58.23,-4.23,5.38,CAUTION
2026-06-29,LITE,816.98,44.0,903.65,530.04,-3.88,-9.46,CAUTION
2026-06-29,MSFT,372.97,40.5,410.52,446.27,-1.69,-9.62,CAUTION
2026-06-29,MU,1132.33,59.0,802.14,425.71,-0.15,21.96,CAUTION
2026-06-29,NOK,13.01,43.0,13.55,8.43,-3.56,-17.03,CAUTION
2026-06-29,NVDA,192.53,37.6,209.92,190.43,-8.62,-9.33,CAUTION
2026-06-29,NVTS,17.3,38.7,21.08,12.12,-27.98,-40.1,CAUTION
2026-06-29,O39.SI,24.85,62.8,23.22,20.01,-0.6,7.3,WATCH
2026-06-29,PLTR,112.93,34.5,136.46,158.85,-12.1,-14.78,CAUTION
2026-06-29,QQQ,706.52,46.7,702.1,630.66,-4.5,-3.04,WATCH
2026-06-29,SITM,672.19,47.2,672.64,422.17,-7.8,-7.44,HOLD
2026-06-29,SNDK,2090.71,57.7,1521.57,664.52,-4.3,31.5,CAUTION
2026-06-29,SOI.PA,114.35,42.5,138.77,62.91,-3.5,-40.5,CAUTION
2026-06-29,SOXX,589.94,52.2,530.21,368.94,-7.74,4.65,CAUTION
2026-06-29,SPY,728.99,44.2,732.69,686.84,-2.38,-2.61,CAUTION
2026-06-29,TSEM,249.91,46.8,246.46,148.63,-12.84,-10.04,WATCH
2026-06-29,TSM,432.35,51.8,411.9,338.6,-6.44,2.52,BUY
2026-06-29,U11.SI,39.9,67.7,37.72,35.8,1.12,5.86,CAUTION
2026-06-29,WRD,5.5,30.2,7.18,8.31,-13.39,-24.55,CAUTION
2026-06-29,^TNX,4.37,40.1,4.44,4.22,-1.77,-2.43,CAUTION
2026-06-29,^VIX,18.41,51.1,17.79,18.64,12.26,13.01,CAUTION
2026-06-30,000660.KS,2651000.0,58.8,1972456.59,995869.14,3.76,13.63,CAUTION
2026-06-30,AIXA.DE,51.94,43.6,52.61,29.01,-14.04,-10.82,CAUTION
2026-06-30,AMD,539.49,59.0,444.35,272.37,-2.2,4.13,CAUTION
2026-06-30,AMZN,240.14,46.2,255.94,232.82,3.16,-12.36,CAUTION
2026-06-30,ASML,1883.11,58.7,1622.64,1296.15,-2.39,17.27,CAUTION
2026-06-30,AVGO,372.45,42.6,410.87,360.04,-5.02,-12.55,CAUTION
2026-06-30,AXTI,71.46,39.9,97.31,41.07,-22.7,-38.24,CAUTION
2026-06-30,BE,275.01,48.2,275.0,161.55,-20.48,-5.17,HOLD
2026-06-30,CBRS,216.16,44.8,,,-3.68,-10.89,HOLD
2026-06-30,CL=F,70.6,30.1,91.51,73.93,-5.64,-20.58,CAUTION
2026-06-30,CRWV,95.51,40.8,110.36,100.55,-14.18,-10.62,CAUTION
2026-06-30,D05.SI,65.66,62.6,61.44,55.7,-0.95,4.49,WATCH
2026-06-30,DX-Y.NYB,101.29,69.6,99.28,98.79,0.27,2.3,CAUTION
2026-06-30,GC=F,3980.5,32.3,4472.0,4449.89,-4.82,-11.53,CAUTION
2026-06-30,GOOG,351.28,45.6,366.84,313.55,0.72,-8.97,CAUTION
2026-06-30,IFX.DE,78.24,51.9,70.2,45.93,-8.96,-3.54,CAUTION
2026-06-30,INTC,131.72,58.8,109.65,58.77,-6.54,8.96,CAUTION
2026-06-30,LITE,851.4,47.3,902.85,533.47,-4.76,-1.07,CAUTION
2026-06-30,MSFT,368.57,39.0,409.51,445.63,0.33,-13.68,CAUTION
2026-06-30,MU,1145.28,59.6,815.9,430.74,-5.46,24.01,CAUTION
2026-06-30,NOK,13.03,43.1,13.61,8.47,-9.7,-14.73,CAUTION
2026-06-30,NVDA,194.97,40.2,209.85,190.52,-6.56,-8.89,CAUTION
2026-06-30,NVTS,17.74,40.0,21.19,12.18,-25.15,-37.78,CAUTION
2026-06-30,O39.SI,24.76,60.8,23.27,20.05,-1.24,5.81,WATCH
2026-06-30,PLTR,115.7,37.7,135.92,158.59,-3.18,-19.28,CAUTION
2026-06-30,QQQ,724.08,53.0,703.79,631.39,-1.88,-1.46,WATCH
2026-06-30,SITM,710.47,52.6,677.44,424.5,-5.66,-2.61,WATCH
2026-06-30,SNDK,2050.39,56.4,1544.18,674.4,-9.82,24.9,CAUTION
2026-06-30,SOI.PA,114.3,42.5,139.1,63.33,-11.7,-35.62,CAUTION
2026-06-30,SOXX,614.35,55.9,534.38,370.75,-6.21,7.93,CAUTION
2026-06-30,SPY,741.0,52.3,733.51,687.32,-0.46,-1.55,WATCH
2026-06-30,TSEM,255.59,48.4,247.28,149.57,-19.33,-7.23,WATCH
2026-06-30,TSM,455.1,58.4,413.76,339.59,-2.69,7.37,WATCH
2026-06-30,U11.SI,39.79,65.5,37.79,35.82,-0.13,5.82,CAUTION
2026-06-30,WRD,5.71,35.5,7.13,8.29,-5.31,-23.05,CAUTION
2026-06-30,^TNX,4.37,40.4,4.44,4.22,-2.99,-1.82,CAUTION
2026-06-30,^VIX,17.65,48.8,17.79,18.66,2.14,12.13,CAUTION
2026-07-01,000660.KS,2579000.0,56.3,2000920.46,1007482.62,-1.6,9.14,CAUTION
2026-07-01,AIXA.DE,52.62,45.3,52.8,29.22,-5.05,-5.39,HOLD
2026-07-01,AMD,580.91,64.9,450.4,274.49,11.75,12.56,CAUTION
2026-07-01,AMZN,238.34,44.9,255.69,232.86,1.81,-11.93,CAUTION
2026-07-01,ASML,1989.44,63.8,1633.3,1302.1,11.86,23.36,CAUTION
2026-07-01,AVGO,377.75,44.4,410.3,360.14,-0.63,-15.31,CAUTION
2026-07-01,AXTI,72.08,40.4,97.1,41.41,-7.48,-30.13,CAUTION
2026-07-01,BE,302.7,53.7,276.89,162.73,-5.99,6.21,CAUTION
2026-07-01,CBRS,221.0,46.0,,,-2.52,-6.75,HOLD
2026-07-01,CL=F,69.57,29.4,90.82,74.0,-1.09,-24.51,HOLD
2026-07-01,CRWV,99.54,44.9,110.01,100.49,-5.85,-9.12,CAUTION
2026-07-01,D05.SI,65.6,61.5,61.61,55.78,-0.94,1.44,WATCH
2026-07-01,DX-Y.NYB,101.33,68.1,99.41,98.82,-0.28,2.15,CAUTION
2026-07-01,GC=F,3980.5,32.1,4439.62,4453.69,-0.25,-11.05,CAUTION
2026-07-01,GOOG,353.33,46.9,367.13,314.11,2.09,-6.08,CAUTION
2026-07-01,IFX.DE,81.67,56.7,70.88,46.18,1.38,1.64,CAUTION
2026-07-01,INTC,139.63,63.2,111.07,59.34,5.56,21.76,CAUTION
2026-07-01,LITE,858.06,48.0,902.13,536.94,3.64,0.36,CAUTION
2026-07-01,MSFT,373.02,41.4,408.53,445.0,-0.25,-17.15,CAUTION
2026-07-01,MU,1154.29,60.0,829.88,435.76,9.75,18.88,CAUTION
2026-07-01,NOK,13.28,45.2,13.67,8.52,-3.07,-10.51,CAUTION
2026-07-01,NVDA,200.09,45.3,209.83,190.63,0.02,-5.12,CAUTION
2026-07-01,NVTS,17.92,40.5,21.3,12.23,-16.26,-32.63,CAUTION
2026-07-01,O39.SI,24.74,60.3,23.32,20.09,-0.84,2.74,WATCH
2026-07-01,PLTR,116.67,38.9,135.32,158.35,-0.03,-25.47,CAUTION
2026-07-01,QQQ,736.4,56.8,705.55,632.17,3.19,-0.15,WATCH
2026-07-01,SITM,745.56,57.0,682.28,426.93,5.47,4.98,CAUTION
2026-07-01,SNDK,2273.73,61.6,1571.24,685.35,15.79,34.14,CAUTION
2026-07-01,SOI.PA,117.3,44.1,139.45,63.76,-2.57,-20.31,CAUTION
2026-07-01,SOXX,640.76,59.5,538.89,372.68,6.19,12.65,CAUTION
2026-07-01,SPY,746.77,55.6,734.28,687.8,1.8,-1.03,WATCH
2026-07-01,TSEM,260.64,49.8,247.96,150.54,-7.79,2.12,CAUTION
2026-07-01,TSM,477.57,63.7,415.91,340.7,9.44,14.4,CAUTION
2026-07-01,U11.SI,39.66,62.9,37.85,35.85,-0.6,3.28,WATCH
2026-07-01,WRD,5.82,38.1,7.08,8.27,1.22,-22.91,CAUTION
2026-07-01,^TNX,4.42,40.1,4.44,4.22,-0.74,-1.41,CAUTION
2026-07-01,^VIX,16.45,45.3,17.74,18.67,-15.6,7.38,CAUTION
2026-07-02,000660.KS,2187000.0,45.3,2021724.23,1017023.67,-25.03,-7.33,WATCH
2026-07-02,AIXA.DE,49.27,38.7,52.99,29.6,-6.9,-18.32,CAUTION
2026-07-02,AMD,540.88,56.5,455.71,276.4,4.07,6.03,CAUTION
2026-07-02,AMZN,241.7,47.8,255.56,232.93,3.17,-7.49,CAUTION
2026-07-02,ASML,1843.04,53.9,1640.69,1307.26,4.55,13.17,CAUTION
2026-07-02,AVGO,369.34,42.1,409.71,360.2,-3.33,-19.58,CAUTION
2026-07-02,AXTI,65.03,37.3,96.83,41.72,-7.29,-40.64,CAUTION
2026-07-02,BE,289.5,50.9,278.32,163.84,-11.25,5.85,WATCH
2026-07-02,CBRS,221.27,46.0,,,21.4,3.75,HOLD
2026-07-02,CL=F,68.08,27.9,90.32,74.02,-5.34,-27.39,HOLD
2026-07-02,CRWV,85.68,35.8,109.37,100.36,-15.06,-31.35,CAUTION
2026-07-02,D05.SI,66.05,64.1,61.8,55.86,-0.03,1.54,WATCH
2026-07-02,DX-Y.NYB,101.08,62.0,99.46,98.84,-0.35,1.87,WATCH
2026-07-02,GC=F,4077.0,38.4,4428.95,4456.1,1.15,-9.18,CAUTION
2026-07-02,GOOG,357.89,49.7,367.58,314.7,3.72,-3.88,CAUTION
2026-07-02,IFX.DE,76.32,48.4,72.02,46.63,-6.94,-13.27,WATCH
2026-07-02,INTC,127.02,53.5,112.3,59.86,-3.52,16.18,CAUTION
2026-07-02,LITE,801.16,43.1,900.25,540.13,-4.91,-11.47,CAUTION
2026-07-02,MSFT,384.28,47.0,407.87,444.39,5.15,-16.56,CAUTION
2026-07-02,MU,1032.28,51.8,841.56,440.13,-1.55,-0.31,CAUTION
2026-07-02,NOK,12.91,42.7,13.71,8.56,-6.52,-20.55,CAUTION
2026-07-02,NVDA,197.58,43.3,209.74,190.73,-0.71,-11.83,CAUTION
2026-07-02,NVTS,16.53,37.6,21.37,12.29,-9.77,-33.51,CAUTION
2026-07-02,O39.SI,24.97,62.8,23.38,20.13,0.12,1.79,WATCH
2026-07-02,PLTR,125.73,48.4,134.92,158.12,10.78,-21.74,CAUTION
2026-07-02,QQQ,725.17,52.6,707.13,632.87,2.05,-2.26,WATCH
2026-07-02,SITM,703.84,51.0,685.79,429.15,1.64,5.84,WATCH
2026-07-02,SNDK,2032.22,54.1,1593.62,695.08,6.15,15.37,CAUTION
2026-07-02,SOI.PA,111.45,41.5,139.8,64.57,-0.71,-32.74,CAUTION
2026-07-02,SOXX,599.7,52.3,542.53,374.41,-0.3,4.91,CAUTION
2026-07-02,SPY,745.76,54.9,735.06,688.28,1.71,-1.43,WATCH
2026-07-02,TSEM,245.46,45.7,248.38,151.44,-10.85,-2.8,CAUTION
2026-07-02,TSM,444.23,53.0,417.49,341.63,0.77,2.21,BUY
2026-07-02,U11.SI,39.89,65.4,37.91,35.87,-0.05,2.81,CAUTION
2026-07-02,WRD,5.71,36.5,7.03,8.25,1.96,-26.89,CAUTION
2026-07-02,^TNX,4.47,40.1,4.44,4.22,0.54,-0.13,WATCH
2026-07-02,^VIX,16.81,46.6,17.64,18.67,-11.01,6.59,CAUTION
2026-07-03,000660.KS,2293000.0,48.2,2044268.13,1027179.74,-14.22,-0.22,CAUTION
2026-07-03,AIXA.DE,46.5,43.2,52.93,29.41,-12.82,-19.72,CAUTION
2026-07-03,AMD,517.82,52.3,460.38,278.19,-2.77,-0.71,CAUTION
2026-07-03,AMZN,242.67,48.7,255.42,232.98,6.9,-5.4,CAUTION
2026-07-03,ASML,1769.32,49.7,1646.96,1311.8,-3.9,3.75,WATCH
2026-07-03,AVGO,360.45,39.7,408.89,360.2,-4.87,-25.03,CAUTION
2026-07-03,AXTI,56.62,33.9,96.46,41.98,-18.01,-48.92,CAUTION
2026-07-03,BE,270.89,47.2,279.32,164.86,-12.38,-10.55,CAUTION
2026-07-03,CBRS,204.86,42.4,,,21.56,-13.39,HOLD
2026-07-03,CL=F,68.97,29.4,90.34,74.02,-4.1,-26.44,HOLD
2026-07-03,CRWV,81.75,33.7,108.71,100.16,-17.23,-31.46,CAUTION
2026-07-03,D05.SI,66.47,66.1,62.01,55.95,1.59,3.63,CAUTION
2026-07-03,DX-Y.NYB,100.81,57.2,99.45,98.84,-0.61,1.6,WATCH
2026-07-03,GC=F,4194.7,46.7,4431.3,4456.69,4.07,-6.56,CAUTION
2026-07-03,GOOG,356.18,48.7,368.1,315.22,4.09,-0.56,CAUTION
2026-07-03,IFX.DE,76.35,50.7,71.48,46.41,-4.03,-13.24,WATCH
2026-07-03,INTC,120.35,49.1,113.38,60.33,-9.42,11.51,WATCH
2026-07-03,LITE,728.32,37.7,898.08,542.92,-15.51,-29.23,CAUTION
2026-07-03,MSFT,390.49,49.8,407.22,443.78,10.67,-11.52,CAUTION
2026-07-03,MU,975.56,48.5,852.09,444.22,-19.61,-8.32,CAUTION
2026-07-03,NOK,12.07,37.8,13.75,8.6,-13.66,-28.37,CAUTION
2026-07-03,NVDA,194.83,41.2,209.65,190.82,-0.46,-12.46,CAUTION
2026-07-03,NVTS,14.46,33.8,21.35,12.33,-18.31,-44.08,CAUTION
2026-07-03,O39.SI,25.16,65.0,23.45,20.18,1.21,4.83,CAUTION
2026-07-03,PLTR,129.3,51.5,134.58,157.91,20.54,-15.03,CAUTION
2026-07-03,QQQ,712.6,48.3,708.51,633.49,-0.53,-4.39,WATCH
2026-07-03,SITM,601.66,39.9,687.35,430.76,-10.96,-14.18,CAUTION
2026-07-03,SNDK,1745.0,46.8,1610.45,703.36,-25.27,1.67,WATCH
2026-07-03,SOI.PA,111.75,41.6,139.81,64.57,-0.45,-32.56,CAUTION
2026-07-03,SOXX,566.32,47.3,545.45,375.96,-9.42,-6.35,WATCH
2026-07-03,SPY,744.78,54.1,735.91,688.74,1.43,-1.69,WATCH
2026-07-03,TSEM,219.05,39.6,248.43,152.2,-18.83,-20.26,CAUTION
2026-07-03,TSM,434.16,50.2,418.83,342.51,-0.19,-2.58,BUY
2026-07-03,U11.SI,40.2,68.5,37.99,35.9,1.01,4.93,CAUTION
2026-07-03,WRD,5.52,33.9,6.98,8.23,1.85,-28.77,CAUTION
2026-07-03,^TNX,4.48,52.3,4.45,4.22,-0.53,0.67,WATCH
2026-07-03,^VIX,16.15,44.4,17.63,18.67,-14.51,2.41,CAUTION
2026-07-04,000660.KS,2425000.0,45.3,2021724.23,1017023.67,-16.87,2.75,CAUTION
2026-07-04,AIXA.DE,49.28,38.7,52.99,29.6,-6.88,-18.3,CAUTION
2026-07-04,CL=F,68.78,28.9,89.85,74.04,-0.65,-28.37,HOLD
2026-07-04,D05.SI,66.76,65.9,61.8,55.86,1.04,2.63,CAUTION
2026-07-04,DX-Y.NYB,100.84,57.7,99.5,98.86,-0.51,1.32,WATCH
2026-07-04,GC=F,4187.3,46.6,4418.76,4458.77,2.66,-5.62,CAUTION
2026-07-04,IFX.DE,77.38,49.9,72.04,46.63,-5.65,-12.07,WATCH
2026-07-04,O39.SI,25.31,64.1,23.38,20.13,1.48,3.18,BUY
2026-07-04,SOI.PA,117.3,44.9,140.02,64.98,2.58,-25.05,CAUTION
2026-07-04,U11.SI,40.24,67.2,37.92,35.87,0.83,3.71,CAUTION
2026-07-04,^TNX,4.48,40.1,4.44,4.22,0.76,0.09,WATCH
2026-07-04,^VIX,15.81,43.3,17.56,18.67,-14.12,-1.56,CAUTION
2026-07-06,000660.KS,2446000.0,52.0,2071352.22,1038745.86,-6.93,18.16,CAUTION
2026-07-06,CL=F,68.65,28.6,89.85,74.04,-0.84,-28.5,HOLD
2026-07-06,D05.SI,66.71,67.0,62.22,56.04,1.03,4.59,CAUTION
2026-07-06,DX-Y.NYB,100.92,58.8,99.5,98.86,-0.44,1.39,WATCH
2026-07-06,GC=F,4201.1,47.5,4419.04,4458.84,3.0,-5.31,CAUTION
2026-07-06,O39.SI,25.41,67.7,23.52,20.22,2.13,6.14,CAUTION
2026-07-06,U11.SI,40.29,69.4,38.08,35.93,0.98,4.51,CAUTION
2026-07-06,^TNX,4.49,53.6,4.46,4.23,2.12,0.67,WATCH
2026-07-06,^VIX,15.81,44.4,17.63,18.67,-16.3,0.25,CAUTION
2026-07-07,000660.KS,2261000.0,47.3,2090056.31,1048172.08,-14.68,18.32,WATCH
2026-07-07,AIXA.DE,50.02,41.4,52.99,29.77,-4.03,-12.86,CAUTION
2026-07-07,AMD,552.05,57.4,465.35,280.14,5.84,1.76,CAUTION
2026-07-07,AMZN,244.16,50.1,255.19,233.03,4.93,-2.34,HOLD
2026-07-07,ASML,1825.07,52.7,1654.65,1316.55,1.7,5.72,CAUTION
2026-07-07,AVGO,373.9,44.8,407.93,360.28,2.43,-21.86,CAUTION
2026-07-07,AXTI,63.52,38.8,95.99,42.28,-9.45,-40.47,CAUTION
2026-07-07,BE,295.05,52.1,280.62,165.96,17.07,2.69,CAUTION
2026-07-07,CBRS,192.01,39.7,,,5.74,-10.67,HOLD
2026-07-07,CL=F,68.82,29.0,89.85,74.04,-0.59,-28.33,HOLD
2026-07-07,CRWV,86.46,38.3,107.98,100.0,-10.48,-22.06,CAUTION
2026-07-07,D05.SI,67.44,70.6,62.45,56.13,3.12,7.46,CAUTION
2026-07-07,DX-Y.NYB,100.89,58.5,99.5,98.86,-0.46,1.37,WATCH
2026-07-07,GC=F,4158.5,44.6,4418.18,4458.63,1.96,-6.27,CAUTION
2026-07-07,GOOG,364.9,54.0,368.65,315.79,9.03,2.65,HOLD
2026-07-07,IFX.DE,77.21,50.0,72.5,46.85,-1.39,-9.22,WATCH
2026-07-07,INTC,122.2,50.3,114.52,60.82,-4.77,8.42,WATCH
2026-07-07,LITE,731.25,38.1,895.23,545.73,-10.49,-22.04,CAUTION
2026-07-07,MSFT,386.74,48.2,406.31,443.19,3.69,-9.5,CAUTION
2026-07-07,MU,984.75,49.0,862.03,448.35,-13.03,-8.78,CAUTION
2026-07-07,NOK,12.51,41.6,13.8,8.64,-3.84,-25.22,CAUTION
2026-07-07,NVDA,195.55,42.0,209.66,191.12,1.57,-8.94,CAUTION
2026-07-07,NVTS,15.23,36.4,21.28,12.38,-11.97,-50.62,CAUTION
2026-07-07,O39.SI,25.77,71.3,23.6,20.27,3.95,10.13,CAUTION
2026-07-07,PLTR,132.54,54.3,134.18,157.73,17.36,-6.79,CAUTION
2026-07-07,QQQ,722.82,51.7,709.88,634.16,2.31,-2.77,WATCH
2026-07-07,SITM,615.46,41.8,689.17,432.4,-8.44,-13.65,CAUTION
2026-07-07,SNDK,1744.43,46.8,1625.76,711.62,-16.56,-4.75,WATCH
2026-07-07,SOI.PA,118.4,44.9,140.02,64.98,3.54,-24.35,CAUTION
2026-07-07,SOXX,581.51,49.7,548.45,377.57,-1.43,-5.51,WATCH
2026-07-07,SPY,751.28,58.1,736.75,689.23,3.06,-0.14,WATCH
2026-07-07,TSEM,218.95,39.6,248.69,152.97,-12.39,-18.27,CAUTION
2026-07-07,TSM,451.79,54.7,420.14,343.47,4.5,3.7,WATCH
2026-07-07,U11.SI,40.9,74.5,38.18,35.97,2.87,8.23,CAUTION
2026-07-07,WRD,5.63,36.7,6.93,8.2,2.36,-29.27,CAUTION
2026-07-07,^TNX,4.48,52.9,4.46,4.23,2.45,-0.27,HOLD
2026-07-07,^VIX,15.57,42.6,17.55,18.67,-15.43,-3.05,CAUTION
2026-07-08,000660.KS,2248000.0,47.3,2109320.4,1057730.85,-12.19,1.49,WATCH
2026-07-08,AIXA.DE,43.95,43.1,53.06,29.95,-15.38,-19.56,CAUTION
2026-07-08,AMD,516.11,51.2,469.57,281.93,-4.33,-1.36,WATCH
2026-07-08,AMZN,245.98,51.7,255.01,233.1,2.43,-3.08,HOLD
2026-07-08,ASML,1747.28,48.4,1661.3,1320.95,-7.21,-0.58,WATCH
2026-07-08,AVGO,370.78,43.9,406.96,360.42,-0.45,-11.35,CAUTION
2026-07-08,AXTI,58.15,36.5,95.65,42.55,-18.63,-45.14,CAUTION
2026-07-08,BE,269.57,47.2,281.26,166.91,-1.98,-7.48,CAUTION
2026-07-08,CBRS,176.61,36.8,,,-18.3,-18.01,HOLD
2026-07-08,CL=F,72.17,37.6,89.37,74.08,2.01,-22.43,CAUTION
2026-07-08,CRWV,83.53,36.6,107.31,99.82,-12.54,-22.68,CAUTION
2026-07-08,D05.SI,69.35,77.1,62.74,56.24,5.99,8.77,CAUTION
2026-07-08,DX-Y.NYB,101.12,61.4,99.55,98.88,0.01,1.72,WATCH
2026-07-08,GC=F,4130.6,42.9,4406.63,4460.85,2.69,-7.71,CAUTION
2026-07-08,GOOG,363.62,53.2,369.17,316.36,3.51,-1.47,HOLD
2026-07-08,IFX.DE,70.83,49.7,72.96,47.08,-9.47,-8.37,CAUTION
2026-07-08,INTC,110.39,43.3,115.39,61.25,-16.19,-1.24,CAUTION
2026-07-08,LITE,698.91,35.8,892.27,548.4,-17.91,-26.05,CAUTION
2026-07-08,MSFT,388.84,49.2,405.79,442.6,5.5,-9.16,CAUTION
2026-07-08,MU,938.38,46.3,871.04,452.18,-18.05,-5.77,WATCH
2026-07-08,NOK,11.85,37.8,13.83,8.67,-9.06,-28.7,CAUTION
2026-07-08,NVDA,196.93,43.5,209.6,191.25,1.01,-9.94,CAUTION
2026-07-08,NVTS,13.99,34.1,21.19,12.41,-21.14,-54.39,CAUTION
2026-07-08,O39.SI,26.79,78.3,23.72,20.33,8.64,12.56,CAUTION
2026-07-08,PLTR,134.37,55.8,134.04,157.56,16.14,-5.17,CAUTION
2026-07-08,QQQ,709.43,47.2,711.06,634.78,-2.02,-4.1,HOLD
2026-07-08,SITM,592.19,39.6,689.89,433.97,-16.65,-16.24,CAUTION
2026-07-08,SNDK,1617.7,43.8,1639.47,719.24,-21.1,-8.07,CAUTION
2026-07-08,SOI.PA,98.16,45.6,140.14,65.4,-14.12,-33.07,CAUTION
2026-07-08,SOXX,551.69,45.4,550.67,379.04,-10.2,-8.42,HOLD
2026-07-08,SPY,747.71,55.3,737.57,689.71,0.91,-0.98,WATCH
2026-07-08,TSEM,211.93,38.1,248.9,153.69,-17.08,-18.9,CAUTION
2026-07-08,TSM,432.57,49.5,421.15,344.33,-4.95,-2.55,WATCH
2026-07-08,U11.SI,42.85,83.8,38.33,36.02,8.07,11.65,CAUTION
2026-07-08,WRD,5.43,33.9,6.89,8.18,-4.9,-25.1,CAUTION
2026-07-08,^TNX,4.53,58.0,4.46,4.23,3.59,0.85,WATCH
2026-07-08,^VIX,16.13,44.9,17.55,18.67,-8.61,4.74,CAUTION
2026-07-09,000660.KS,2170000.0,45.8,2124844.49,1066284.77,-0.78,5.96,WATCH
2026-07-09,AIXA.DE,42.75,34.2,53.06,30.11,-18.76,-24.28,CAUTION
2026-07-09,AMD,517.41,51.4,472.96,283.73,-10.93,10.94,WATCH
2026-07-09,AMZN,243.62,49.4,254.6,233.17,2.22,-0.98,CAUTION
2026-07-09,ASML,1768.65,49.6,1667.59,1325.18,-11.1,7.73,WATCH
2026-07-09,AVGO,388.69,50.3,406.29,360.65,2.9,0.93,CAUTION
2026-07-09,AXTI,60.12,38.0,95.33,42.83,-16.59,-32.48,CAUTION
2026-07-09,BE,254.29,44.5,281.73,167.78,-15.99,-3.54,CAUTION
2026-07-09,CBRS,181.72,38.4,,,-17.77,-9.6,HOLD
2026-07-09,CL=F,74.57,43.0,88.94,74.13,7.29,-17.64,CAUTION
2026-07-09,CRWV,90.0,42.7,106.9,99.66,-9.58,-10.35,CAUTION
2026-07-09,D05.SI,69.85,78.6,63.02,56.35,5.15,12.97,CAUTION
2026-07-09,DX-Y.NYB,100.98,58.5,99.6,98.9,-0.21,0.91,WATCH
2026-07-09,GC=F,4077.0,39.8,4394.01,4463.09,1.34,-6.0,CAUTION
2026-07-09,GOOG,358.71,49.8,369.5,316.9,1.52,-1.87,CAUTION
2026-07-09,IFX.DE,70.3,40.7,73.31,47.27,-13.92,-10.15,CAUTION
2026-07-09,INTC,110.24,43.2,115.95,61.64,-21.05,11.16,CAUTION
2026-07-09,LITE,707.1,36.8,888.78,551.08,-17.59,-18.13,CAUTION
2026-07-09,MSFT,383.34,46.6,404.98,441.99,2.77,-8.0,CAUTION
2026-07-09,MU,948.8,47.0,880.08,456.08,-17.79,9.83,WATCH
2026-07-09,NOK,11.95,38.8,13.86,8.71,-10.02,-16.9,CAUTION
2026-07-09,NVDA,204.12,51.0,209.52,191.39,2.01,-0.48,HOLD
2026-07-09,NVTS,13.36,32.9,21.12,12.45,-25.45,-46.73,CAUTION
2026-07-09,O39.SI,27.19,80.5,23.83,20.39,8.41,17.05,CAUTION
2026-07-09,PLTR,132.22,53.6,133.82,157.33,13.33,-2.44,CAUTION
2026-07-09,QQQ,711.44,48.0,712.02,635.37,-3.39,1.02,HOLD
2026-07-09,SITM,612.13,42.4,690.73,435.5,-17.9,-2.17,CAUTION
2026-07-09,SNDK,1727.18,47.0,1654.21,727.38,-24.04,10.76,WATCH
2026-07-09,SOI.PA,98.34,36.9,139.91,65.7,-16.16,-37.14,CAUTION
2026-07-09,SOXX,562.03,47.1,552.68,380.52,-12.29,4.17,WATCH
2026-07-09,SPY,745.4,53.5,738.24,690.16,-0.18,1.32,WATCH
2026-07-09,TSEM,216.7,39.8,249.22,154.43,-16.86,-7.98,CAUTION
2026-07-09,TSM,436.98,50.6,421.86,345.18,-8.5,5.5,WATCH
2026-07-09,U11.SI,43.68,86.1,38.5,36.07,9.01,15.31,CAUTION
2026-07-09,WRD,5.38,33.2,6.84,8.15,-7.56,-18.48,CAUTION
2026-07-09,^TNX,4.57,61.5,4.47,4.24,4.46,2.05,WATCH
