date,ticker,last_price,rsi_14,sma_50,sma_200,chg_pct_5d,chg_pct_1mo,signal
2026-06-16,WRD,6.48,40.4,7.46,8.44,-1.22,-14.74,CAUTION
2026-06-16,^TNX,4.47,48.8,4.42,4.21,-1.82,0.18,WATCH
2026-06-16,^VIX,16.2,44.8,18.09,18.55,-14.38,-12.1,CAUTION
2026-06-17,000660.KS,2410000.0,65.8,1662246.45,884869.46,17.68,32.51,CAUTION
2026-06-17,2308.TW,2160.0,47.6,2112.18,1308.06,-1.3,13.38,WATCH
2026-06-17,AIXA.DE,56.22,60.5,48.93,26.81,-0.43,8.16,CAUTION
2026-06-17,AMD,507.29,56.9,399.12,257.53,6.68,19.62,CAUTION
2026-06-17,AMZN,246.0,43.2,256.16,232.67,0.74,-6.87,CAUTION
2026-06-17,ASML,1803.89,59.2,1557.71,1252.73,1.47,20.11,CAUTION
2026-06-17,AVGO,376.71,41.0,409.28,358.1,-3.94,-11.4,CAUTION
2026-06-17,AXTI,93.04,46.9,94.84,38.05,18.73,-24.83,CAUTION
2026-06-17,BE,280.88,54.0,254.7,151.53,8.19,1.79,CAUTION
2026-06-17,CBRS,212.25,35.9,,,-6.42,-24.12,HOLD
2026-06-17,CL=F,75.37,29.6,95.38,73.55,-14.55,-28.51,HOLD
2026-06-17,CRWV,117.03,57.8,110.19,100.21,18.87,9.07,CAUTION
2026-06-17,D05.SI,64.9,66.6,59.73,54.93,4.97,6.81,CAUTION
2026-06-17,DX-Y.NYB,99.53,53.8,98.88,98.66,-0.38,0.26,WATCH
2026-06-17,GC=F,4351.4,45.2,4575.19,4428.72,2.15,-4.49,CAUTION
2026-06-17,GOOG,371.1,53.1,362.22,308.73,2.43,-5.59,WATCH
2026-06-17,IFX.DE,79.28,62.3,62.75,43.54,1.33,21.61,CAUTION
2026-06-17,INTC,117.05,54.8,98.56,54.48,8.46,7.61,CAUTION
2026-06-17,LITE,875.36,47.8,905.41,505.18,6.52,-9.82,CAUTION
2026-06-17,MSFT,393.83,40.3,412.17,450.79,-2.37,-6.46,CAUTION
2026-06-17,MU,1020.76,60.5,704.94,390.92,9.07,40.86,CAUTION
2026-06-17,NOK,13.98,48.3,12.99,8.11,0.94,0.22,WATCH
2026-06-17,NVDA,207.41,47.5,208.01,189.33,-0.37,-7.84,HOLD
2026-06-17,NVTS,22.09,48.0,19.53,11.59,-3.33,3.61,CAUTION
2026-06-17,O39.SI,24.61,66.5,22.74,19.67,5.94,6.81,CAUTION
2026-06-17,PLTR,133.25,45.4,139.07,160.18,0.89,-0.55,CAUTION
2026-06-17,QQQ,729.86,56.3,687.82,626.1,3.11,2.95,WATCH
2026-06-17,SITM,684.86,50.0,633.32,405.92,3.84,-11.52,WATCH
2026-06-17,SOI.PA,128.65,44.7,130.3,59.49,-8.21,-8.27,CAUTION
2026-06-17,SOXX,591.24,57.6,497.5,355.92,5.23,16.32,CAUTION
2026-06-17,SPY,750.33,57.1,726.61,685.18,1.8,1.51,WATCH
2026-06-17,TSEM,268.53,55.1,236.32,141.07,17.74,-1.99,CAUTION
2026-06-17,TSM,425.83,53.4,401.09,331.31,-0.26,5.56,WATCH
2026-06-17,U11.SI,39.43,68.6,37.24,35.6,4.09,5.74,CAUTION
2026-06-17,WRD,6.3,38.2,7.44,8.42,-2.63,-11.76,CAUTION
2026-06-17,^TNX,4.43,44.9,4.42,4.21,-2.72,-0.74,HOLD
2026-06-17,^VIX,16.41,45.5,17.9,18.55,-17.41,-7.91,CAUTION
2026-06-18,000660.KS,2685000.0,72.0,1700649.38,897539.93,27.8,45.95,CAUTION
2026-06-18,AIXA.DE,61.0,61.9,50.38,27.51,10.87,16.15,CAUTION
2026-06-18,AMD,512.48,57.7,404.94,259.28,13.28,21.73,CAUTION
2026-06-18,AMZN,237.5,36.9,256.64,232.71,-0.21,-10.33,CAUTION
2026-06-18,ASML,1867.83,62.7,1568.99,1258.37,7.71,26.86,CAUTION
2026-06-18,AVGO,392.9,46.2,410.46,358.58,5.59,-6.61,CAUTION
2026-06-18,AXTI,92.11,46.5,95.77,38.5,8.0,-13.01,CAUTION
2026-06-18,BE,284.99,55.1,257.68,152.69,21.67,10.16,CAUTION
2026-06-18,CBRS,213.67,36.4,,,-9.97,-27.97,HOLD
2026-06-18,CL=F,74.36,29.5,94.27,73.66,-15.22,-31.0,HOLD
2026-06-18,CRWV,115.21,56.3,110.79,100.27,20.5,11.02,CAUTION
2026-06-18,D05.SI,65.91,70.2,59.93,55.02,5.29,6.31,CAUTION
2026-06-18,DX-Y.NYB,100.4,66.5,98.91,98.68,0.54,1.11,CAUTION
2026-06-18,GC=F,4305.2,42.7,4559.93,4436.82,5.25,-4.46,CAUTION
2026-06-18,GOOG,362.1,46.8,363.38,309.47,2.48,-7.83,HOLD
2026-06-18,IFX.DE,79.34,58.4,65.06,44.19,2.96,16.78,CAUTION
2026-06-18,INTC,121.1,57.3,99.92,54.96,13.14,11.95,CAUTION
2026-06-18,LITE,869.98,47.3,906.49,508.87,1.96,-1.69,CAUTION
2026-06-18,MSFT,378.91,34.7,412.32,450.17,-4.64,-10.34,CAUTION
2026-06-18,MU,1043.19,61.7,718.25,395.54,16.97,53.06,CAUTION
2026-06-18,NOK,13.83,47.4,13.09,8.16,3.21,0.66,WATCH
2026-06-18,NVDA,204.65,45.4,208.54,189.48,2.11,-7.84,CAUTION
2026-06-18,NVTS,22.34,48.5,19.8,11.67,8.98,13.57,CAUTION
2026-06-18,O39.SI,25.08,70.3,22.81,19.71,7.46,7.04,CAUTION
2026-06-18,PLTR,130.63,43.1,138.68,160.05,0.32,-3.34,CAUTION
2026-06-18,QQQ,722.51,53.4,690.49,626.87,4.15,2.36,WATCH
2026-06-18,SITM,677.21,48.9,639.43,408.1,1.95,-6.67,WATCH
2026-06-18,SOI.PA,123.1,42.9,133.19,60.39,-4.28,-22.09,CAUTION
2026-06-18,SOXX,599.73,58.9,502.54,357.7,10.8,21.0,CAUTION
2026-06-18,SPY,740.96,50.8,728.24,685.68,2.14,0.31,BUY
2026-06-18,TSEM,267.13,54.7,237.84,142.11,14.38,7.68,CAUTION
2026-06-18,TSM,432.15,55.5,402.84,332.33,5.97,9.4,WATCH
2026-06-18,U11.SI,39.67,70.4,37.3,35.63,4.23,5.09,CAUTION
2026-06-18,WRD,6.31,38.4,7.41,8.41,3.44,-9.99,CAUTION
2026-06-18,^TNX,4.46,50.8,4.42,4.21,-1.61,-0.4,WATCH
2026-06-18,^VIX,17.01,47.5,17.8,18.56,-12.5,-2.47,CAUTION
2026-06-19,000660.KS,2855000.0,75.1,1740032.34,910542.75,32.79,63.64,CAUTION
2026-06-19,AIXA.DE,60.1,60.7,50.36,27.51,9.23,14.43,CAUTION
2026-06-19,AMD,537.37,61.2,411.05,261.15,10.02,29.78,CAUTION
2026-06-19,AMZN,244.39,44.0,257.1,232.8,1.19,-5.76,CAUTION
2026-06-19,ASML,1929.68,65.7,1579.23,1264.41,1.59,32.22,CAUTION
2026-06-19,AVGO,411.35,51.3,411.67,359.16,6.69,0.07,WATCH
2026-06-19,AXTI,84.57,43.4,96.4,38.9,-4.27,-25.08,CAUTION
2026-06-19,BE,328.91,64.9,261.32,154.08,32.16,25.86,CAUTION
2026-06-19,CBRS,234.71,43.0,,,3.6,-22.7,HOLD
2026-06-19,CL=F,75.69,30.5,94.3,73.66,-13.7,-29.77,CAUTION
2026-06-19,CRWV,117.95,58.1,111.38,100.4,23.2,18.17,CAUTION
2026-06-19,D05.SI,65.68,68.0,60.12,55.11,3.86,7.15,CAUTION
2026-06-19,DX-Y.NYB,100.83,70.7,98.92,98.68,0.97,1.54,CAUTION
2026-06-19,GC=F,4196.2,37.6,4557.75,4436.28,2.59,-6.88,CAUTION
2026-06-19,GOOG,367.46,50.6,364.44,310.25,3.06,-4.47,BUY
2026-06-19,IFX.DE,82.01,61.7,65.12,44.2,6.42,20.71,CAUTION
2026-06-19,INTC,133.99,64.2,101.43,55.51,14.56,20.93,CAUTION
2026-06-19,LITE,850.0,45.8,905.57,512.45,-4.45,-4.5,CAUTION
2026-06-19,MSFT,379.4,35.0,412.44,449.56,-2.8,-8.91,CAUTION
2026-06-19,MU,1133.99,66.4,732.8,400.62,13.87,62.29,CAUTION
2026-06-19,NOK,13.49,45.3,13.17,8.2,-4.26,-1.32,WATCH
2026-06-19,NVDA,210.69,50.5,209.12,189.68,2.84,-4.39,BUY
2026-06-19,NVTS,24.02,52.2,20.09,11.76,8.15,23.62,CAUTION
2026-06-19,O39.SI,24.77,65.0,22.87,19.75,5.4,6.58,CAUTION
2026-06-19,PLTR,128.47,41.2,138.43,159.91,-1.99,-5.02,CAUTION
2026-06-19,QQQ,740.62,59.1,693.18,627.76,3.28,5.57,WATCH
2026-06-19,SITM,729.04,55.6,646.12,410.58,1.08,5.1,CAUTION
2026-06-19,SOI.PA,116.5,40.9,133.06,60.36,-9.41,-26.27,CAUTION
2026-06-19,SOXX,639.45,64.5,507.92,359.69,9.0,28.79,CAUTION
2026-06-19,SPY,746.74,55.1,727.82,684.49,1.48,2.04,WATCH
2026-06-19,TSEM,286.74,59.8,239.5,143.24,10.99,14.11,CAUTION
2026-06-19,TSM,462.12,63.6,404.79,333.51,9.75,17.98,CAUTION
2026-06-19,U11.SI,39.45,66.5,37.36,35.65,3.38,4.95,CAUTION
2026-06-19,WRD,6.35,39.2,7.38,8.4,0.95,-4.51,CAUTION
2026-06-19,^TNX,4.45,47.0,4.42,4.21,-2.22,-0.22,WATCH
2026-06-19,^VIX,16.4,46.0,17.79,18.56,-15.64,-5.96,CAUTION
2026-06-22,000660.KS,2919000.0,76.2,1778275.41,923462.85,27.58,67.31,CAUTION
2026-06-22,AIXA.DE,59.66,59.6,51.26,27.98,1.36,11.14,CAUTION
2026-06-22,AMD,537.37,61.2,411.05,261.15,10.02,29.78,CAUTION
2026-06-22,AMZN,244.39,44.0,257.1,232.8,1.19,-5.76,CAUTION
2026-06-22,ASML,1929.68,65.7,1579.23,1264.41,1.59,32.22,CAUTION
2026-06-22,AVGO,411.35,51.3,411.67,359.16,6.69,0.07,WATCH
2026-06-22,AXTI,84.57,43.4,96.4,38.9,-4.27,-25.08,CAUTION
2026-06-22,BE,328.91,64.9,261.32,154.08,32.16,25.86,CAUTION
2026-06-22,CBRS,234.71,43.0,,,3.6,-22.7,HOLD
2026-06-22,CL=F,75.32,30.1,93.87,73.73,-11.26,-23.35,CAUTION
2026-06-22,CRWV,117.95,58.1,111.38,100.4,23.2,18.17,CAUTION
2026-06-22,D05.SI,66.29,71.3,60.32,55.2,4.41,7.35,CAUTION
2026-06-22,DX-Y.NYB,100.87,71.1,98.96,98.7,1.13,1.78,CAUTION
2026-06-22,GC=F,4224.7,38.8,4546.95,4439.58,0.23,-6.77,CAUTION
2026-06-22,GOOG,367.46,50.6,364.44,310.25,3.06,-4.47,BUY
2026-06-22,IFX.DE,85.89,66.2,66.77,44.72,6.37,16.98,CAUTION
2026-06-22,INTC,133.99,64.2,101.43,55.51,14.56,20.93,CAUTION
2026-06-22,LITE,850.0,45.8,905.57,512.45,-4.45,-4.5,CAUTION
2026-06-22,MSFT,379.4,35.0,412.44,449.56,-2.8,-8.91,CAUTION
2026-06-22,MU,1133.99,66.4,732.8,400.62,13.87,62.29,CAUTION
2026-06-22,NOK,13.49,45.3,13.17,8.2,-4.26,-1.32,WATCH
2026-06-22,NVDA,210.69,50.5,209.12,189.68,2.84,-4.39,BUY
2026-06-22,NVTS,24.02,52.2,20.09,11.76,8.15,23.62,CAUTION
2026-06-22,O39.SI,25.0,66.1,22.94,19.79,5.44,7.16,CAUTION
2026-06-22,PLTR,128.47,41.2,138.43,159.91,-1.99,-5.02,CAUTION
2026-06-22,QQQ,740.62,59.1,693.18,627.76,3.28,5.57,WATCH
2026-06-22,SITM,729.04,55.6,646.12,410.58,1.08,5.1,CAUTION
2026-06-22,SOI.PA,121.75,43.3,135.52,61.23,-12.28,-31.35,CAUTION
2026-06-22,SOXX,639.45,64.5,507.92,359.69,9.0,28.79,CAUTION
2026-06-22,SPY,746.74,55.1,727.82,684.49,1.48,2.04,BUY
2026-06-22,TSEM,286.74,59.8,239.5,143.24,10.99,14.11,CAUTION
2026-06-22,TSM,462.12,63.6,404.79,333.51,9.75,17.98,CAUTION
2026-06-22,U11.SI,39.46,65.2,37.42,35.67,2.63,4.7,CAUTION
2026-06-22,WRD,6.35,39.2,7.38,8.4,0.95,-4.51,CAUTION
2026-06-22,^TNX,4.45,47.4,4.43,4.21,-0.27,-4.63,WATCH
2026-06-22,^VIX,17.45,49.0,17.75,18.57,-1.3,4.12,CAUTION
2026-06-23,000660.KS,2555000.0,60.5,1808718.86,934988.07,7.26,31.72,CAUTION
2026-06-23,AIXA.DE,56.0,51.0,51.67,28.21,-0.39,3.7,WATCH
2026-06-23,AMD,551.63,63.1,417.35,263.1,7.83,23.25,CAUTION
2026-06-23,AMZN,232.79,36.5,257.08,232.84,-2.41,-12.16,CAUTION
2026-06-23,ASML,1929.25,65.7,1588.9,1270.39,3.53,24.46,CAUTION
2026-06-23,AVGO,392.13,46.5,411.78,359.05,2.8,-5.99,CAUTION
2026-06-23,AXTI,92.44,47.4,96.99,39.35,-4.88,-11.63,CAUTION
2026-06-23,BE,345.85,67.8,265.03,155.54,32.91,22.51,CAUTION
2026-06-23,CBRS,224.43,40.7,,,4.87,-22.79,HOLD
2026-06-23,CL=F,73.59,28.6,93.4,73.77,-8.87,-23.62,HOLD
2026-06-23,CRWV,111.29,52.3,111.76,100.5,10.68,9.88,CAUTION
2026-06-23,D05.SI,66.29,71.3,60.52,55.29,4.02,6.75,CAUTION
2026-06-23,DX-Y.NYB,101.29,74.5,99.02,98.71,1.67,2.12,CAUTION
2026-06-23,GC=F,4135.0,34.8,4533.56,4442.21,-4.46,-8.92,CAUTION
2026-06-23,GOOG,348.78,40.0,365.09,310.84,-2.62,-9.33,CAUTION
2026-06-23,IFX.DE,81.26,57.5,67.54,44.97,2.5,5.9,CAUTION
2026-06-23,INTC,140.94,67.3,103.01,56.1,13.14,18.48,CAUTION
2026-06-23,LITE,893.93,49.7,905.57,516.25,-3.0,2.98,CAUTION
2026-06-23,MSFT,367.34,31.0,412.34,448.88,-5.99,-12.57,CAUTION
2026-06-23,MU,1211.38,69.8,748.6,406.09,23.41,65.49,CAUTION
2026-06-23,NOK,14.43,51.6,13.27,8.25,-2.5,5.95,WATCH
2026-06-23,NVDA,208.65,48.8,209.62,189.88,1.69,-6.52,HOLD
2026-06-23,NVTS,23.7,51.5,20.38,11.85,1.33,3.09,CAUTION
2026-06-23,O39.SI,25.07,66.6,23.0,19.84,3.34,6.54,CAUTION
2026-06-23,PLTR,119.5,34.6,138.21,159.73,-6.63,-12.87,CAUTION
2026-06-23,QQQ,737.95,58.3,694.99,627.92,2.42,3.59,WATCH
2026-06-23,SITM,753.12,58.3,653.05,413.22,3.18,8.05,CAUTION
2026-06-23,SOI.PA,115.85,42.0,136.7,61.69,-9.95,-34.29,CAUTION
2026-06-23,SOXX,655.01,66.4,513.45,361.76,9.91,25.95,CAUTION
2026-06-23,SPY,744.39,53.6,729.15,685.03,0.61,0.68,WATCH
2026-06-23,TSEM,316.85,66.1,241.76,144.52,20.51,19.8,CAUTION
2026-06-23,TSM,467.67,64.9,406.85,334.71,10.32,16.72,CAUTION
2026-06-23,U11.SI,39.84,68.2,37.48,35.7,2.15,5.68,CAUTION
2026-06-23,WRD,6.03,34.9,7.35,8.38,-2.27,-15.55,CAUTION
2026-06-23,^TNX,4.49,51.8,4.43,4.22,0.04,-1.82,WATCH
2026-06-23,^VIX,20.13,55.8,17.77,18.59,24.26,20.54,CAUTION
2026-06-24,000660.KS,2588000.0,61.3,1840522.2,946635.97,2.66,33.36,CAUTION
2026-06-24,AIXA.DE,55.42,49.9,51.65,28.21,-1.42,2.63,WATCH
2026-06-24,AMD,519.85,56.5,422.84,264.89,-5.01,15.63,CAUTION
2026-06-24,AMZN,234.11,37.8,257.0,232.83,-4.84,-12.8,CAUTION
2026-06-24,ASML,1778.46,53.4,1594.97,1275.54,-6.03,11.71,CAUTION
2026-06-24,AVGO,380.15,43.6,411.96,359.43,-3.35,-8.16,CAUTION
2026-06-24,AXTI,77.91,41.6,97.26,39.72,-29.65,-35.62,CAUTION
2026-06-24,BE,321.98,60.2,268.14,156.88,17.3,4.58,CAUTION
2026-06-24,CBRS,226.72,41.5,,,3.99,-19.56,HOLD
2026-06-24,CL=F,73.09,28.2,92.87,73.83,-3.89,-24.34,HOLD
2026-06-24,CRWV,105.72,48.0,111.84,100.6,-0.93,-1.73,CAUTION
2026-06-24,D05.SI,66.12,69.7,60.7,55.38,1.71,6.34,CAUTION
2026-06-24,DX-Y.NYB,101.45,75.7,99.08,98.73,1.92,2.15,CAUTION
2026-06-24,GC=F,4102.4,33.4,4520.66,4444.63,-5.28,-9.26,CAUTION
2026-06-24,GOOG,346.08,38.8,365.71,311.41,-5.73,-9.7,CAUTION
2026-06-24,IFX.DE,80.56,56.4,67.52,44.97,1.61,4.99,CAUTION
2026-06-24,INTC,132.28,60.3,104.41,56.63,3.46,11.63,CAUTION
2026-06-24,LITE,827.92,44.5,904.18,519.68,-13.51,-14.16,CAUTION
2026-06-24,MSFT,373.94,35.3,412.42,448.23,-6.46,-10.77,CAUTION
2026-06-24,MU,1051.77,57.0,761.22,410.72,-3.33,38.01,CAUTION
2026-06-24,NOK,13.7,47.1,13.35,8.3,-7.56,-3.39,WATCH
2026-06-24,NVDA,200.04,42.6,209.85,190.02,-5.84,-8.76,CAUTION
2026-06-24,NVTS,21.4,46.3,20.61,11.93,-9.82,-12.22,WATCH
2026-06-24,O39.SI,24.94,64.5,23.06,19.88,1.3,6.08,WATCH
2026-06-24,PLTR,116.7,32.8,137.99,159.54,-13.37,-15.07,CAUTION
2026-06-24,QQQ,713.65,49.1,697.06,628.63,-3.97,-0.01,WATCH
2026-06-24,SITM,706.9,51.8,658.78,415.6,-4.79,-0.69,WATCH
2026-06-24,SOI.PA,120.4,43.4,136.79,61.71,-6.41,-31.71,CAUTION
2026-06-24,SOXX,603.39,55.7,517.79,363.56,-3.99,15.05,CAUTION
2026-06-24,SPY,733.58,46.9,730.26,685.48,-2.56,-0.98,HOLD
2026-06-24,TSEM,282.65,55.4,243.34,145.62,-1.47,1.3,CAUTION
2026-06-24,TSM,436.39,53.5,408.18,335.73,-1.14,7.43,BUY
2026-06-24,U11.SI,39.86,68.4,37.54,35.72,1.3,5.14,CAUTION
2026-06-24,WRD,5.75,31.6,7.32,8.36,-11.27,-22.09,CAUTION
2026-06-24,^TNX,4.49,47.4,4.43,4.21,0.67,-3.73,WATCH
2026-06-24,^VIX,19.49,54.4,17.76,18.59,20.31,16.71,CAUTION
2026-06-25,000660.KS,2918000.0,68.0,1879005.63,960088.91,8.68,42.23,CAUTION
2026-06-25,AIXA.DE,53.34,46.1,52.02,28.41,-11.1,1.1,WATCH
2026-06-25,AMD,519.74,56.5,428.3,266.73,2.45,11.17,CAUTION
2026-06-25,AMZN,234.27,38.0,256.89,232.84,-4.77,-12.03,CAUTION
2026-06-25,ASML,1762.77,52.3,1600.29,1280.46,-2.28,7.95,CAUTION
2026-06-25,AVGO,382.07,44.2,412.02,359.68,1.58,-7.6,CAUTION
2026-06-25,AXTI,70.14,38.9,97.34,40.06,-24.61,-50.2,CAUTION
2026-06-25,BE,326.19,61.1,271.13,158.22,16.13,7.83,CAUTION
2026-06-25,CBRS,182.26,33.0,,,-14.13,-29.02,HOLD
2026-06-25,CL=F,69.54,25.4,92.38,73.85,-9.44,-25.93,HOLD
2026-06-25,CRWV,100.88,44.5,111.65,100.65,-13.8,-4.37,CAUTION
2026-06-25,D05.SI,66.01,68.5,60.89,55.46,0.02,6.47,CAUTION
2026-06-25,DX-Y.NYB,101.5,74.2,99.16,98.75,1.4,2.34,CAUTION
2026-06-25,GC=F,4010.7,31.0,4502.13,4445.93,-7.99,-10.88,CAUTION
2026-06-25,GOOG,345.04,38.3,366.23,311.97,-7.02,-9.0,CAUTION
2026-06-25,IFX.DE,79.56,54.8,68.22,45.21,3.24,2.59,CAUTION
2026-06-25,INTC,131.65,59.9,105.74,57.17,12.47,9.85,CAUTION
2026-06-25,LITE,842.53,45.8,903.61,523.15,-3.75,-11.02,CAUTION
2026-06-25,MSFT,365.46,32.5,412.06,447.59,-7.2,-12.69,CAUTION
2026-06-25,MU,1048.51,56.8,773.66,415.31,2.72,39.62,CAUTION
2026-06-25,NOK,13.81,47.8,13.42,8.34,-1.22,-10.73,WATCH
2026-06-25,NVDA,199.0,41.9,210.05,190.18,-4.05,-7.48,CAUTION
2026-06-25,NVTS,18.32,40.5,20.78,12.0,-17.07,-37.37,CAUTION
2026-06-25,O39.SI,24.9,63.8,23.11,19.92,-0.72,6.59,WATCH
2026-06-25,PLTR,113.5,30.8,137.61,159.34,-14.82,-17.08,CAUTION
2026-06-25,QQQ,710.62,48.0,698.93,629.31,-2.53,-0.86,WATCH
2026-06-25,SITM,692.47,49.9,663.68,417.89,1.11,-4.95,WATCH
2026-06-25,SOI.PA,107.3,39.2,137.49,62.09,-13.95,-35.63,CAUTION
2026-06-25,SOXX,601.5,55.3,521.96,365.34,1.74,12.0,CAUTION
2026-06-25,SPY,733.24,46.7,731.24,685.95,-2.03,-1.41,HOLD
2026-06-25,TSEM,275.32,53.4,244.66,146.68,2.53,-2.86,CAUTION
2026-06-25,TSM,440.83,54.7,409.62,336.73,3.52,9.23,WATCH
2026-06-25,U11.SI,39.82,67.3,37.6,35.75,0.3,5.57,CAUTION
2026-06-25,WRD,5.6,30.0,7.28,8.35,-11.11,-23.71,CAUTION
2026-06-25,^TNX,4.4,47.4,4.43,4.21,-1.37,-5.68,CAUTION
2026-06-25,^VIX,18.63,51.9,17.76,18.61,13.53,12.3,CAUTION
2026-06-26,000660.KS,2636000.0,58.6,1910909.11,971969.32,-4.63,17.54,CAUTION
2026-06-26,AIXA.DE,52.92,45.4,52.23,28.61,-11.95,-7.48,WATCH
2026-06-26,AMD,532.57,58.5,433.85,268.64,3.92,5.69,CAUTION
2026-06-26,AMZN,227.01,33.6,256.45,232.8,-4.42,-14.43,CAUTION
2026-06-26,ASML,1841.18,57.0,1606.81,1285.71,-1.43,12.82,CAUTION
2026-06-26,AVGO,378.91,43.4,412.0,359.86,-3.41,-10.07,CAUTION
2026-06-26,AXTI,69.06,38.5,97.37,40.39,-25.02,-47.92,CAUTION
2026-06-26,BE,309.18,56.0,272.93,159.5,8.49,2.24,CAUTION
2026-06-26,CBRS,168.52,30.9,,,-21.13,-30.28,HOLD
2026-06-26,CL=F,70.69,28.3,92.02,73.9,-7.72,-20.29,HOLD
2026-06-26,CRWV,98.76,43.1,111.28,100.68,-14.28,-6.73,CAUTION
2026-06-26,D05.SI,65.26,61.5,61.06,55.55,-1.06,5.26,WATCH
2026-06-26,DX-Y.NYB,101.39,71.9,99.22,98.77,0.54,2.2,CAUTION
2026-06-26,GC=F,4026.0,32.3,4487.05,4447.94,-4.69,-9.48,CAUTION
2026-06-26,GOOG,342.19,36.9,366.46,312.51,-5.5,-11.03,CAUTION
2026-06-26,IFX.DE,82.01,58.0,68.97,45.46,0.0,6.88,CAUTION
2026-06-26,INTC,132.87,60.5,107.12,57.71,9.72,7.57,CAUTION
2026-06-26,LITE,861.97,47.7,903.79,526.71,-0.92,-5.36,CAUTION
2026-06-26,MSFT,352.83,28.8,411.27,446.88,-6.88,-15.19,HOLD
2026-06-26,MU,1213.56,64.5,788.62,420.72,16.33,35.46,CAUTION
2026-06-26,NOK,13.98,49.0,13.49,8.39,1.08,-15.07,WATCH
2026-06-26,NVDA,195.74,39.7,210.04,190.32,-4.35,-8.79,CAUTION
2026-06-26,NVTS,17.7,39.4,20.94,12.06,-20.77,-44.32,CAUTION
2026-06-26,O39.SI,24.77,61.4,23.16,19.96,0.57,6.04,WATCH
2026-06-26,PLTR,107.27,27.4,137.04,159.09,-17.88,-21.47,HOLD
2026-06-26,QQQ,716.38,50.2,700.7,630.02,-0.74,-1.8,WATCH
2026-06-26,SITM,675.7,47.7,668.28,420.05,-0.22,-9.07,WATCH
2026-06-26,SOI.PA,112.25,41.5,138.2,62.5,-3.65,-27.2,CAUTION
2026-06-26,SOXX,625.2,58.8,526.44,367.23,4.25,9.72,CAUTION
2026-06-26,SPY,734.3,47.5,732.07,686.41,-0.64,-1.92,HOLD
2026-06-26,TSEM,269.88,52.0,245.78,147.7,1.03,-6.46,CAUTION
2026-06-26,TSM,434.99,52.7,410.74,337.68,0.66,5.75,BUY
2026-06-26,U11.SI,39.63,63.8,37.66,35.77,0.97,5.06,WATCH
2026-06-26,WRD,5.42,28.1,7.23,8.33,-14.1,-26.46,HOLD
2026-06-26,^TNX,4.39,47.4,4.43,4.21,-1.59,-5.89,CAUTION
2026-06-26,^VIX,18.89,52.6,17.78,18.63,2.44,11.05,CAUTION
2026-06-27,000660.KS,2673000.0,59.7,1911649.11,972154.32,-3.29,19.19,CAUTION
2026-06-27,AIXA.DE,52.12,45.4,52.23,28.61,-13.28,-8.88,HOLD
2026-06-27,AMD,521.58,56.1,439.12,270.47,-2.94,5.25,CAUTION
2026-06-27,AMZN,232.69,39.5,256.13,232.77,-4.79,-14.41,CAUTION
2026-06-27,ASML,1794.62,53.6,1613.13,1290.68,-7.0,12.31,CAUTION
2026-06-27,AVGO,365.02,39.9,411.37,360.01,-11.12,-13.34,CAUTION
2026-06-27,AXTI,70.15,39.1,97.52,40.72,-17.05,-42.86,CAUTION
2026-06-27,BE,252.02,43.0,273.7,160.49,-23.38,-14.22,CAUTION
2026-06-27,CBRS,181.59,35.1,,,-22.63,-31.96,HOLD
2026-06-27,CL=F,70.24,27.9,92.01,73.9,-8.3,-20.79,HOLD
2026-06-27,CRWV,96.58,41.6,110.84,100.66,-18.12,-7.38,CAUTION
2026-06-27,D05.SI,65.43,63.0,61.06,55.55,-0.8,5.53,WATCH
2026-06-27,DX-Y.NYB,101.37,71.3,99.22,98.77,0.51,2.17,CAUTION
2026-06-27,GC=F,4103.0,37.9,4488.59,4448.33,-2.87,-7.75,CAUTION
2026-06-27,GOOG,334.69,33.4,366.47,312.99,-8.92,-12.98,CAUTION
2026-06-27,IFX.DE,78.3,58.0,68.97,45.46,-4.52,2.05,CAUTION
2026-06-27,INTC,128.32,56.8,108.39,58.23,-4.23,5.38,CAUTION
2026-06-27,LITE,816.98,44.0,903.65,530.04,-3.88,-9.46,CAUTION
2026-06-27,MSFT,372.97,40.5,410.52,446.27,-1.69,-9.62,CAUTION
2026-06-27,MU,1132.33,59.0,802.14,425.71,-0.15,21.96,CAUTION
2026-06-27,NOK,13.01,43.0,13.55,8.43,-3.56,-17.03,CAUTION
2026-06-27,NVDA,192.53,37.6,209.92,190.43,-8.62,-9.33,CAUTION
2026-06-27,NVTS,17.3,38.7,21.08,12.12,-27.98,-40.1,CAUTION
2026-06-27,O39.SI,24.86,63.0,23.16,19.97,0.93,6.42,WATCH
2026-06-27,PLTR,112.93,34.5,136.46,158.85,-12.1,-14.78,CAUTION
2026-06-27,QQQ,706.52,46.7,702.1,630.66,-4.5,-3.04,WATCH
2026-06-27,SITM,672.19,47.2,672.64,422.17,-7.8,-7.44,HOLD
2026-06-27,SNDK,2090.71,57.7,1521.57,664.52,-4.3,31.5,CAUTION
2026-06-27,SOI.PA,114.35,41.5,138.2,62.5,-1.85,-25.84,CAUTION
2026-06-27,SOXX,589.94,52.2,530.21,368.94,-7.74,4.65,CAUTION
2026-06-27,SPY,728.99,44.2,732.69,686.84,-2.38,-2.61,CAUTION
2026-06-27,TSEM,249.91,46.8,246.46,148.63,-12.84,-10.04,WATCH
